,Rank,Country,Year,COE_score,Farm,High_bid,Total_value,Company,Farmer/Rep.,Altitude,City,Region,Process,Clean_and_clear,Balance_cup,Transparent_cup,Creamy_body,Big_body,Long_aftertaste,Roasted_flavor,Spices_flavor,NuttyCocoa_flavor,Sweet_flavor,Floral_flavor,Fruity_flavor,GreenVegetative_flavor,Winey_flavor,Malic_acidity,Citric_acidity,Tartaric_acidity,Lactic_acidity,Complex_acidity,geisha,pacamara,catuai,caturra,bourbon,typica,sl-28,sl-34,colombia,74112,74110,74158,mixed_variety
69,14,Burundi,2017,87.43,KAVUMU-NYAKARAMBO 2017,8.25,4874.43,FUKUEI COFFEE,Ndaruzaniye Basile - COOP TWARANYUZWE/HORAMAMA COFFEE,,KAYANZA,Burundi,others_process,0,0,0,1,0,1,0,0,2,1,1,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
70,15,Burundi,2017,87.39,RUHORORO 2017,7.25,9973.68,"Wataru & Co., Ltd",Harerimana Stéphanie - COOP UBWIZA BW'IKAWA/HORAMAMA COFFEE,,KAYANZA,Burundi,others_process,0,0,0,0,0,1,0,0,1,5,0,8,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71,16,Burundi,2017,87.26,BUTEMBA 2017,6.6,18028.1,"Linking Coffee Co., Ltd.",Ntahiraja Rose - SOGESTAL KIRIMIRO,,GITEGA,Burundi,others_process,0,0,1,0,0,1,0,0,0,2,2,8,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
72,17,Burundi,2017,87.24,KIBINGO 2017,7.4,7406.66,Wataru for NOZY COFFEE,Barutwanayo Léonidas - GREENCO,,KAYANZA,Burundi,others_process,0,0,0,1,0,0,0,0,2,0,1,6,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73,18,Burundi,2017,87.1,MUNKAZE COFFEE 2017,7.5,14104.05,"Wataru & Co., Ltd",Ntakaburimvo Thérèse - BUJA CAFFEEE 15+,,KAYANZA,Burundi,others_process,0,0,0,1,0,0,0,0,1,1,2,7,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
74,19,Burundi,2017,87.05,YANDARO 2017,7.0,6990.83,Kyokuto Fadie Corporation,Havyarimana Victor - GREENCO,,KAYANZA,Burundi,others_process,0,0,0,0,0,0,0,0,1,1,5,8,1,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
75,20,Burundi,2017,87.02,RUBAGABAGA 2017,6.95,6190.16,The Coffee Tree Roasters,Sinzumunsi Isaac - GREENCO,,KAYANZA,Burundi,others_process,0,0,0,1,0,1,0,0,2,1,1,5,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
76,21,Burundi,2017,86.99,RUTOBO 2017,5.9,8298.65,"Wataru & Co., Ltd",Manariyo Donate - COOP RYOHORIKAWA/HORAMAMA COFFEE,,NGOZI,Burundi,others_process,0,1,0,1,0,0,0,0,3,1,1,1,0,0,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
77,22,Burundi,2017,86.97,MPANGA 2017,5.95,8014.77,Honu Kato Coffee Inc.,Bamvuga Innocent - MATRACO,,KAYANZA,Burundi,others_process,0,0,0,0,0,0,0,0,0,1,2,5,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
78,23,Burundi,2017,86.86,KAVUMU-NYAKARAMBO 2017,8.8,5160.58,RedMeowCoffee,Nsabimana Séraphine - COOP TWARANYUZWE/HORAMAMA COFFEE,,KAYANZA,Burundi,others_process,0,0,0,1,0,0,0,0,1,1,1,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
