,Rank,Country,Year,COE_score,Farm,High_bid,Total_value,Company,Farmer/Rep.,Altitude,City,Region,Process,Clean_and_clear,Balance_cup,Transparent_cup,Creamy_body,Big_body,Long_aftertaste,Roasted_flavor,Spices_flavor,NuttyCocoa_flavor,Sweet_flavor,Floral_flavor,Fruity_flavor,GreenVegetative_flavor,Winey_flavor,Malic_acidity,Citric_acidity,Tartaric_acidity,Lactic_acidity,Complex_acidity,geisha,pacamara,catuai,caturra,bourbon,typica,sl-28,sl-34,colombia,74112,74110,74158,mixed_variety
61,9,El Salvador,2022,88.79,Las Duanas,25.8,7378.8,"

Curve Specialty coffee Roastery

","J.Raul Rivera, S.A. De C.V.",,,,natural,1,0,1,0,1,0,0,2,6,1,3,22,0,3,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
62,10,El Salvador,2022,88.68,La Libertad,7.8,5059.86,"

Wataru & Co., Ltd.

",Petronilo Antonio Caceres Salguero,,,,natural,0,0,0,0,0,1,0,0,6,4,3,23,0,1,1,3,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
63,11,El Salvador,2022,88.57,Santa Juana,11.6,8398.4,Campos Coffee,Pacvil S. A. De C.V.,,,,natural,1,1,0,1,0,0,0,3,2,6,3,22,0,0,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64,12,El Salvador,2022,88.48,La Laguna,8.0,6600.0,"

TAKAMURA COFFEE ROASTERS And WAVY COFFEE ROASTERS by MARUKAI

",Gonzalo Antonio Ticas Reyes,,,,natural,0,1,0,1,0,0,0,2,6,9,3,13,1,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
65,13,El Salvador,2022,88.46,Finca The Sugar Maples,9.1,7744.1,"

GSC International Co., Ltd.

",Roxana Yamileth Zelaya Guardado,,,,natural,1,1,1,1,0,0,0,1,6,5,4,17,0,0,5,4,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
66,14,El Salvador,2022,88.43,Nejapa,18.1,7931.42,"

Kyokuto Fadie Corporation

",Gloria Mercedes Rodriguez Fontan,,,,natural,1,1,0,0,0,0,0,1,2,7,8,15,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67,15,El Salvador,2022,88.34,Los Morales,8.0,6128.0,"

Ryans Coffee Roasters. & Mayforest Inc.

",Henri Milton Morales Umaña,,,,anaerobic,1,1,0,1,0,0,0,2,4,4,3,18,0,0,3,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
68,16,El Salvador,2022,88.27,Santa Fe,6.2,5593.64,"

Wataru & Co., Ltd.

",Edith Aracely Rodriguez De Pineda,,,,washed,1,1,1,1,1,0,0,0,11,11,5,19,2,0,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
69,17,El Salvador,2022,88.23,El Mirador,7.0,5886.3,"

KAKALOVE CAFE

","Zapotal, Sociedad Anonima De Capital Variable.",,,,washed,0,0,1,1,0,1,0,2,2,2,2,12,0,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
70,18,El Salvador,2022,88.21,La Montañita,7.4,6060.6,YN Coffee,Antonio Aguilar Lemus,,,,natural,1,1,1,1,0,0,0,0,6,8,2,19,3,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
71,19,El Salvador,2022,88.21,Las Ventanas,7.1,6269.3,"

Wataru & Co., Ltd.

",Elisa Beatriz Aguilar Landaverde,,,,natural,0,1,0,0,0,0,0,1,8,8,1,20,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72,20,El Salvador,2022,88.13,Helvetia,11.1,6164.94,"

Wataru for Voila Coffee

",Carmen Elena Calderon Sol De Escalon,,,,natural,1,1,1,1,0,0,0,0,8,8,5,24,0,0,1,3,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
73,21,El Salvador,2022,88.09,Los Milagros,7.1,6296.28,"

Wataru & Co., Ltd.

",Serafin Escobar,,,,washed,1,1,0,0,0,0,0,1,8,11,4,21,0,0,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
74,22,El Salvador,2022,87.98,La Reforma,6.7,3100.09,"

Wataru & Co., Ltd.

","El Borbollon, S.A. De C.V.",1400.0,,,natural,1,1,0,0,0,0,0,0,6,7,3,19,1,0,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
75,23,El Salvador,2022,87.89,Las Brumas,8.3,4365.8,"

Kyokuto Fadie Corporation

",Juan Jose Ernesto Menendez Arguello,,,,natural,1,1,0,0,0,0,0,3,7,8,6,20,2,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
